ESTADO,MUNICIPIO,LATITUD,LONGITUD,PEA
OAXACA,Villa de Tamazulápam del Progreso,17.67306278,-97.57284806,3202
OAXACA,Tataltepec de Valdés,16.30640639,-97.54606944,1025
OAXACA,Teotitlán de Flores Magón,18.13233444,-97.07070417,3932
OAXACA,Teotitlán del Valle,17.02957944,-96.51894861,2998
OAXACA,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",17.65446639,-97.80833778,1118
OAXACA,San Jerónimo Tlacochahuaya,17.00886694,-96.58107361,1323
OAXACA,Tlacolula de Matamoros,16.95562389,-96.479215,7941
OAXACA,Tlalixtac de Cabrera,17.07448444,-96.64841694,6090
OAXACA,Unión Hidalgo,16.47282389,-94.82893889,6303
OAXACA,San Juan Bautista Valle Nacional,17.77495333,-96.30404472,2751
OAXACA,Villa Díaz Ordaz,16.99854806,-96.43253694,1510
OAXACA,Yaxe,16.72512667,-96.47247861,1146
OAXACA,Villa de Zaachila,16.95071778,-96.75058833,8893
OAXACA,Zimatlán de Álvarez,16.86668611,-96.78563306,7440
PUEBLA,Acajete,19.10494028,-97.952715,5790
PUEBLA,Acateno,20.12990528,-97.21040361,1635
PUEBLA,Acatlán,18.20230139,-98.04860583,8970
PUEBLA,Acatzingo,18.979455,-97.78545972,14768
PUEBLA,Acteopan,18.76502028,-98.71529139,1213
PUEBLA,Ahuazotepec,20.04604667,-98.1623475,1127
PUEBLA,Ajalpan,18.37753667,-97.25830444,17112
PUEBLA,Aljojuca,19.10040639,-97.53133528,1649
PUEBLA,Altepexi,18.36676694,-97.29917972,11602
PUEBLA,Atempan,19.8399,-97.45927861,3662
PUEBLA,Atoyatempan,18.82256694,-97.91374972,3440
PUEBLA,Atzitzintla,18.89738194,-97.32738778,1494
PUEBLA,Ayotoxco de Guerrero,20.09715944,-97.41052361,1536
PUEBLA,Calpan,19.10793806,-98.45923917,3907
PUEBLA,Caxhuacan,20.06395806,-97.60661722,1283
PUEBLA,Coronango,19.13110222,-98.30807361,7812
PUEBLA,Coxcatlán,18.26653306,-97.14711306,3140
PUEBLA,Cuapiaxtla de Madero,18.91687333,-97.8252975,3736
PUEBLA,Cuautinchán,18.95571417,-98.01597639,1405
PUEBLA,Cuautlancingo,19.08934694,-98.27331,19175
PUEBLA,Cuetzalan del Progreso,20.01852028,-97.52077056,3454
PUEBLA,Chalchicomula de Sesma,18.98826,-97.44849583,11695
PUEBLA,Chapulco,18.62048806,-97.41116722,3020
PUEBLA,Chiautla,18.29965111,-98.60278111,5222
PUEBLA,Chiautzingo,19.20291444,-98.46825917,4171
PUEBLA,Chiconcuautla,20.0947675,-97.93962556,2179
PUEBLA,Chichiquila,19.2002575,-97.06771,1221
PUEBLA,Chietla,18.51936472,-98.5783525,2606
PUEBLA,Chignahuapan,19.83822333,-98.03097528,11202
PUEBLA,Chignautla,19.81391194,-97.38958972,6378
PUEBLA,Chilchotla,19.25520194,-97.18389333,2435
PUEBLA,Domingo Arenas,19.14202861,-98.45750917,3154
PUEBLA,Esperanza,18.85835694,-97.37512639,3592
PUEBLA,Francisco Z. Mena,20.73369417,-97.8521375,2195
PUEBLA,General Felipe Ángeles,18.9934075,-97.70879417,1731
PUEBLA,Guadalupe Victoria,19.28978639,-97.34269556,5678
PUEBLA,Huaquechula,18.77070778,-98.54153194,1553
PUEBLA,Huauchinango,20.17469778,-98.05134,28429
PUEBLA,Huehuetlán el Chico,18.37316694,-98.68794806,1967
PUEBLA,Huejotzingo,19.15899417,-98.40813111,14815
PUEBLA,Hueyapan,19.88255806,-97.44586278,3575
PUEBLA,Hueytamalco,19.93947889,-97.28904083,3111
PUEBLA,Huitzilan de Serdán,19.96621222,-97.69365917,1975
PUEBLA,Huitziltepec,18.76941556,-97.88083333,1236
PUEBLA,Ixcaquixtla,18.46009556,-97.8323475,2497
PUEBLA,Ixtepec,20.02493667,-97.64677944,1381
PUEBLA,Izúcar de Matamoros,18.60223111,-98.46540639,24258
PUEBLA,Jolalpan,18.32051667,-98.8442975,2947
PUEBLA,Juan C. Bonilla,19.110695,-98.32903333,2053
PUEBLA,Juan Galindo,20.21208306,-98.00214194,3526
PUEBLA,Libres,19.4647325,-97.68772611,8524
PUEBLA,Cañada Morelos,18.73699389,-97.42209583,1864
PUEBLA,Nealtican,19.05094667,-98.42773028,6487
PUEBLA,Nopalucan,19.21602917,-97.82353778,3509
PUEBLA,Ocoyucan,18.97687333,-98.30254639,2875
PUEBLA,Oriental,19.3758025,-97.61935083,5077
PUEBLA,Pahuatlán,20.27572611,-98.14991028,1689
PUEBLA,Palmar de Bravo,18.83592639,-97.54750667,2452
PUEBLA,Petlalcingo,18.08220139,-97.91784806,1159
PUEBLA,Quecholac,18.95506333,-97.66044861,5619
PUEBLA,Rafael Lara Grajales,19.22538417,-97.80455083,4828
PUEBLA,Los Reyes de Juárez,18.94678833,-97.81310361,9059
PUEBLA,San Andrés Cholula,19.05094389,-98.30065556,24390
PUEBLA,San Felipe Teotlalcingo,19.23572472,-98.49545472,2812
PUEBLA,San Gabriel Chilac,18.32627333,-97.34798167,6719
PUEBLA,San Gregorio Atzompa,19.02668583,-98.34576556,2376
PUEBLA,San Jerónimo Tecuanipan,19.01441194,-98.40095694,1176
PUEBLA,San José Chiapa,19.24207056,-97.76883333,2395
PUEBLA,San José Miahuatlán,18.29023833,-97.287655,3829
PUEBLA,San Matías Tlalancaleca,19.32442722,-98.49816333,5475
PUEBLA,San Miguel Xoxtla,19.16830278,-98.30969889,5247
PUEBLA,San Nicolás Buenos Aires,19.16189667,-97.54841194,1384
PUEBLA,San Nicolás de los Ranchos,19.07258917,-98.48569694,3216
PUEBLA,San Salvador el Seco,19.13474528,-97.64274972,9220
PUEBLA,San Salvador el Verde,19.26902056,-98.51716583,1361
PUEBLA,San Salvador Huixcolotla,18.92060972,-97.77178944,7604
PUEBLA,Santa Inés Ahuatempan,18.41271778,-98.01769556,1602
PUEBLA,Santa Isabel Cholula,18.99457444,-98.37923917,1008
PUEBLA,Santiago Miahuatlán,18.55315528,-97.44185333,8291
PUEBLA,Santo Tomás Hueyotlipan,18.89108917,-97.86723111,2530
PUEBLA,Soltepec,19.11922806,-97.70844472,2905
PUEBLA,Tecali de Herrera,18.9010325,-97.96913611,2964
PUEBLA,Tecamachalco,18.88469167,-97.72841611,15233
PUEBLA,Tecomatlán,18.11096028,-98.3143725,1471
PUEBLA,Tehuitzingo,18.33171417,-98.27612611,2665
PUEBLA,Tepanco de López,18.55506861,-97.56149806,1714
PUEBLA,Tepango de Rodríguez,20.0028125,-97.79627,1123
PUEBLA,Tepatlaxco de Hidalgo,19.07730222,-97.96661694,7913
PUEBLA,Tepeaca,18.96613278,-97.90543444,14239
PUEBLA,Tepeojuma,18.72244861,-98.45028861,2468
PUEBLA,Tepexi de Rodríguez,18.58101694,-97.92619028,2783
PUEBLA,Tepeyahualco de Cuauhtémoc,18.81314917,-97.87802861,1286
PUEBLA,Tetela de Ocampo,19.81675806,-97.80597222,2855
PUEBLA,Teteles de Avila Castillo,19.85829,-97.4571525,2256
PUEBLA,Tianguismanalco,18.97775889,-98.44821917,3161
PUEBLA,Tilapa,18.59158111,-98.55641,1343
PUEBLA,Tlacotepec de Benito Juárez,18.6827675,-97.65353972,4878
PUEBLA,Tlachichuca,19.11563472,-97.41911306,4017
PUEBLA,Tlahuapan,19.33050361,-98.58239889,4326
PUEBLA,Tlaltenango,19.17002333,-98.34431639,2676
PUEBLA,Tlanepantla,18.86536389,-97.88739694,1962
PUEBLA,Tlapanalá,18.69614417,-98.53779444,1455
PUEBLA,Tlatlauquitepec,19.85132972,-97.49666972,4890
PUEBLA,Tochimilco,18.89292444,-98.57216611,1846
PUEBLA,Tochtepec,18.84011417,-97.82574889,3433
PUEBLA,Tulcingo,18.04513583,-98.44130972,3084
PUEBLA,Venustiano Carranza,20.50493083,-97.66938333,2859
PUEBLA,Vicente Guerrero,18.53787167,-97.20245611,1187
PUEBLA,Xicotepec,20.27605861,-97.95814361,20357
PUEBLA,Xiutetelco,19.79606139,-97.32651778,4534
PUEBLA,Xochitlán de Vicente Suárez,19.96832556,-97.63009333,1437
PUEBLA,Xochitlán Todos Santos,18.70549361,-97.77507694,2276
PUEBLA,Yaonáhuac,19.87089528,-97.46644611,1866
PUEBLA,Yehualtepec,18.79329111,-97.66286972,3392
PUEBLA,Zacapoaxtla,19.87303639,-97.58955361,4714
PUEBLA,Zacatlán,19.932365,-97.96024444,19749
PUEBLA,Zapotitlán,18.32970889,-97.47542083,1694
PUEBLA,Zaragoza,19.771435,-97.5556475,5450
PUEBLA,Zinacatepec,18.33326833,-97.24541306,9435
PUEBLA,Zongozotla,19.97863833,-97.72674167,1649
PUEBLA,Zoquitlán,18.33572694,-97.01725889,1214
QUERÉTARO,Amealco de Bonfil,20.18644389,-100.144195,4103
QUERÉTARO,Cadereyta de Montes,20.69502333,-99.81563306,7754
QUERÉTARO,Colón,20.78832639,-100.0454306,3827
QUERÉTARO,Ezequiel Montes,20.665295,-99.89840556,8447
QUERÉTARO,Jalpan de Serra,21.21680222,-99.47291083,6936
QUERÉTARO,El Marqués,20.60656972,-100.3310967,5958
QUERÉTARO,Pedro Escobedo,20.50249361,-100.1447303,7007
QUERÉTARO,Tequisquiapan,20.5188175,-99.88384,18753
QUERÉTARO,Tolimán,20.90814917,-99.93080083,2999
QUINTANA ROO,Felipe Carrillo Puerto,19.57851,-88.04658667,14552
QUINTANA ROO,Isla Mujeres,21.25656917,-86.74609167,7744
QUINTANA ROO,Lázaro Cárdenas,21.10139889,-87.4872225,4032
QUINTANA ROO,Tulum,20.21077667,-87.46320472,18902
QUINTANA ROO,Bacalar,18.67614667,-88.38935278,6404
QUINTANA ROO,Puerto Morelos,20.8484525,-86.87617722,11163
SAN LUIS POTOSÍ,Ahualulco,22.40009944,-101.1668422,2719
SAN LUIS POTOSÍ,Aquismón,21.62136194,-99.01953528,1156
SAN LUIS POTOSÍ,Cárdenas,22.00090444,-99.642505,7226
SAN LUIS POTOSÍ,Cedral,23.81933167,-100.7266061,5799
SAN LUIS POTOSÍ,Cerritos,22.42766611,-100.2795967,7394
SAN LUIS POTOSÍ,Ciudad del Maíz,22.39984611,-99.60057361,4544
SAN LUIS POTOSÍ,Ciudad Fernández,21.94351194,-100.0110222,17998
SAN LUIS POTOSÍ,Tancanhuitz,21.59731889,-98.96638778,1481
SAN LUIS POTOSÍ,Coxcatlán,21.54114278,-98.90346944,1141
SAN LUIS POTOSÍ,Charcas,23.12981833,-101.1133522,6130
SAN LUIS POTOSÍ,Ebano,22.21233917,-98.37780333,11704
SAN LUIS POTOSÍ,Moctezuma,22.74989361,-101.0855594,2176
SAN LUIS POTOSÍ,Rayón,21.84372361,-99.64531528,2621
SAN LUIS POTOSÍ,Salinas,22.628015,-101.715735,7949
SAN LUIS POTOSÍ,San Ciro de Acosta,21.65000694,-99.818685,3192
SAN LUIS POTOSÍ,San Martín Chalchicuautla,21.36970333,-98.65723833,1167
SAN LUIS POTOSÍ,Santa María del Río,21.80043861,-100.7371089,7037
SAN LUIS POTOSÍ,San Vicente Tancuayalab,21.71494444,-98.58571778,3145
SAN LUIS POTOSÍ,Tamasopo,21.92390167,-99.39215972,2347
SAN LUIS POTOSÍ,Tamazunchale,21.26273778,-98.7915175,11862
SAN LUIS POTOSÍ,Tampamolón Corona,21.56035167,-98.81511444,1453
SAN LUIS POTOSÍ,Tamuín,22.00414667,-98.77516083,8125
SAN LUIS POTOSÍ,Tanquián de Escobedo,21.59808806,-98.6620625,4389
SAN LUIS POTOSÍ,Tierra Nueva,21.66745583,-100.5739183,1960
SAN LUIS POTOSÍ,Venado,22.93134389,-101.0946294,2916
SAN LUIS POTOSÍ,Villa de Arriaga,21.91013583,-101.3833703,2831
SAN LUIS POTOSÍ,Villa de la Paz,23.67535139,-100.7131708,1483
SAN LUIS POTOSÍ,Villa de Reyes,21.80312444,-100.9324858,5912
SAN LUIS POTOSÍ,Villa Hidalgo,22.44869278,-100.6788636,1443
SAN LUIS POTOSÍ,Villa Juárez,22.32320944,-100.2666489,1659
SAN LUIS POTOSÍ,Axtla de Terrazas,21.43638889,-98.875,4240
SAN LUIS POTOSÍ,Xilitla,21.38519278,-98.98957306,3488
SAN LUIS POTOSÍ,Zaragoza,22.035605,-100.7309667,4969
SAN LUIS POTOSÍ,Matlapa,21.33750444,-98.82680333,1803
SAN LUIS POTOSÍ,El Naranjo,22.52203611,-99.32250944,4992
SINALOA,Angostura,25.36436,-108.1594886,2674
SINALOA,Badiraguato,25.36265167,-107.5510183,1836
SINALOA,Concordia,23.28762556,-106.0686108,4533
SINALOA,Cosalá,24.41134583,-106.6915347,3295
SINALOA,Choix,26.70701083,-108.3223519,5080
SINALOA,Elota,23.91540389,-106.8927117,9597
SINALOA,Escuinapa,22.83505139,-105.7778758,16923
SINALOA,El Fuerte,26.42159889,-108.6199664,6398
SINALOA,Mocorito,25.48187694,-107.9215617,2708
SINALOA,Rosario,22.99087417,-105.8537567,8632
SINALOA,San Ignacio,23.94027583,-106.4254969,1855
SINALOA,Sinaloa,25.82237222,-108.2220458,2312
SINALOA,Navolato,24.76721889,-107.6967603,14677
SONORA,Alamos,27.02405,-108.9349258,5003
SONORA,Altar,30.71333889,-111.8335719,3595
SONORA,Bácum,27.55057833,-110.0826747,2059
SONORA,Benjamín Hill,30.16716306,-111.1179217,1898
SONORA,Cananea,30.98265278,-110.3016714,16601
SONORA,Carbó,29.68468861,-110.9544314,1962
SONORA,Cumpas,29.99356361,-109.7824969,1317
SONORA,Empalme,27.95760583,-110.8159933,18681
SONORA,Etchojoa,26.91083333,-109.6252778,4373
SONORA,Huatabampo,26.82689694,-109.6441533,13615
SONORA,Imuris,30.77732972,-110.8615386,3210
SONORA,Magdalena,30.63035556,-110.9694044,14246
SONORA,Moctezuma,29.80217972,-109.6803367,2030
SONORA,Naco,31.33154722,-109.9481319,2251
SONORA,Nacozari de García,30.3737225,-109.6864703,5678
SONORA,Pitiquito,30.67599583,-112.0539253,2510
SONORA,Rosario,27.84065917,-109.37077,1268
SONORA,Sahuaripa,29.05633056,-109.2333706,1502
SONORA,Santa Ana,30.54389056,-111.1210858,5556
SONORA,Ures,29.42807667,-110.3895825,1687
SONORA,General Plutarco Elías Calles,31.86639583,-112.8572769,5300
SONORA,Benito Juárez,27.12781,-109.8425733,6212
SONORA,San Ignacio Río Muerto,27.411415,-110.2415142,3751
TABASCO,Balancán,17.800395,-91.53384611,6977
TABASCO,Centla,18.53011083,-92.65218722,10336
TABASCO,Comalcalco,18.26604806,-93.22501722,20961
TABASCO,Cunduacán,18.06536333,-93.17430028,10155
TABASCO,Emiliano Zapata,17.74458222,-91.76508139,11251
TABASCO,Huimanguillo,17.83517444,-93.39076917,13277
TABASCO,Jalapa,17.71972917,-92.81217139,2876
TABASCO,Jalpa de Méndez,18.1768475,-93.06259667,7229
TABASCO,Jonuta,18.09070611,-92.13872917,3737
TABASCO,Macuspana,17.75643139,-92.59407056,14194
TABASCO,Nacajuca,18.16885722,-93.02004278,5549
TABASCO,Paraíso,18.39577,-93.21423694,11713
TABASCO,Tacotalpa,17.5917925,-92.82628389,3515
TABASCO,Teapa,17.54828444,-92.95299444,14498
TABASCO,Tenosique,17.47749417,-91.42594778,16929
TAMAULIPAS,Abasolo,24.06083667,-98.37427889,2369
TAMAULIPAS,Aldama,22.91930611,-98.07371306,6754
TAMAULIPAS,Antiguo Morelos,22.54942,-99.08361722,1569
TAMAULIPAS,Camargo,26.31672389,-98.83598861,4524
TAMAULIPAS,González,22.82732889,-98.42596889,4976
TAMAULIPAS,Guerrero,26.56635111,-99.22763,1726
TAMAULIPAS,Gustavo Díaz Ordaz,26.23396667,-98.59028194,5631
TAMAULIPAS,Hidalgo,24.24694444,-99.43805556,1481
TAMAULIPAS,Jaumave,23.40512028,-99.375675,2735
TAMAULIPAS,Jiménez,24.21449333,-98.48570444,1762
TAMAULIPAS,Llera,23.31896,-99.02363028,1855
TAMAULIPAS,Mier,26.43047028,-99.14869417,3050
TAMAULIPAS,Miguel Alemán,26.40101778,-99.02610917,10834
TAMAULIPAS,Nuevo Morelos,22.53447056,-99.22133278,1019
TAMAULIPAS,Ocampo,22.84504028,-99.33602389,2452
TAMAULIPAS,Padilla,24.04879861,-98.90029417,2439
TAMAULIPAS,San Fernando,24.84867806,-98.15962083,12642
TAMAULIPAS,Soto la Marina,23.76703861,-98.20619,5394
TAMAULIPAS,Tula,22.99687694,-99.71299778,5108
TAMAULIPAS,Valle Hermoso,25.67379972,-97.81245417,23196
TAMAULIPAS,Xicoténcatl,22.99677167,-98.94567722,4456
TLAXCALA,Amaxac de Guerrero,19.35028583,-98.16956944,5171
TLAXCALA,Apetatitlán de Antonio Carvajal,19.33226028,-98.19682167,2008
TLAXCALA,Atltzayanca,19.43136417,-97.79653194,2224
TLAXCALA,Apizaco,19.41633472,-98.14061167,24343
TLAXCALA,Calpulalpan,19.58852583,-98.57047556,18205
TLAXCALA,El Carmen Tequexquitla,19.32458611,-97.65915917,5929
TLAXCALA,Cuapiaxtla,19.29666056,-97.76937528,4599
TLAXCALA,Cuaxomulco,19.35580722,-98.10312222,1656
TLAXCALA,Chiautempan,19.31398,-98.19296139,27659
TLAXCALA,Españita,19.46229944,-98.42380667,1234
TLAXCALA,Huamantla,19.31265972,-97.92310278,29959
TLAXCALA,Hueyotlipan,19.46998806,-98.34849806,2479
TLAXCALA,Ixtacuixtla de Mariano Matamoros,19.32664583,-98.377115,3665
TLAXCALA,Ixtenco,19.25114417,-97.89511111,3748
TLAXCALA,Mazatecochco de José María Morelos,19.17972583,-98.19067944,5555
TLAXCALA,Contla de Juan Cuamatzi,19.33451778,-98.16790639,15615
TLAXCALA,Tepetitla de Lardizábal,19.26753,-98.38200889,4582
TLAXCALA,Sanctórum de Lázaro Cárdenas,19.49270472,-98.47204111,1940
TLAXCALA,Nanacamilpa de Mariano Arista,19.49316,-98.5363425,6191
TLAXCALA,Panotla,19.31512917,-98.26723306,4139
TLAXCALA,Santa Cruz Tlaxcala,19.35579528,-98.15037972,2764
TLAXCALA,Tenancingo,19.14775778,-98.20253,4773
TLAXCALA,Teolocholco,19.24439444,-98.19235139,8979
TLAXCALA,Tepeyanco,19.24556722,-98.23603528,1837
TLAXCALA,Terrenate,19.4774375,-97.91910472,2257
TLAXCALA,Tetla de la Solidaridad,19.44141556,-98.10405222,8262
TLAXCALA,Tetlatlahuca,19.23163944,-98.29572833,2146
TLAXCALA,Tlaxcala,19.31655278,-98.23764028,7165
TLAXCALA,Tlaxco,19.61488944,-98.11920111,8397
TLAXCALA,Tocatlán,19.39045194,-98.03193111,2690
TLAXCALA,Totolac,19.32564417,-98.25841333,3841
TLAXCALA,Ziltlaltépec de Trinidad Sánchez Santos,19.20472972,-97.90875639,2837
TLAXCALA,Tzompantepec,19.37606222,-98.09117139,1128
TLAXCALA,Xaloztoc,19.40418028,-98.04882306,5472
TLAXCALA,Papalotla de Xicohténcatl,19.1698525,-98.20458639,13842
TLAXCALA,Xicohtzinco,19.17503389,-98.23372222,6464
TLAXCALA,Yauhquemehcan,19.40501,-98.18401083,2099
TLAXCALA,Zacatelco,19.21615,-98.24022639,22762
TLAXCALA,Benito Juárez,19.58451361,-98.4263575,2584
TLAXCALA,Emiliano Zapata,19.55880583,-97.91720056,1458
TLAXCALA,Lázaro Cárdenas,19.53876389,-97.98319056,1145
TLAXCALA,San Damián Texóloc,19.27843167,-98.28462389,2855
TLAXCALA,San Francisco Tetlanohcan,19.26007833,-98.16355028,5430
TLAXCALA,San Jerónimo Zacualpan,19.24171194,-98.26261722,1811
TLAXCALA,San José Teacalco,19.33570417,-98.06442306,2376
TLAXCALA,San Juan Huactzinco,19.23794556,-98.25030056,4135
TLAXCALA,San Lorenzo Axocomanitla,19.22522361,-98.24887389,2422
TLAXCALA,Santa Ana Nopalucan,19.29983556,-98.33418917,3574
TLAXCALA,Santa Apolonia Teacalco,19.23716833,-98.30866917,1851
TLAXCALA,Santa Catarina Ayometla,19.19991889,-98.21441833,3807
TLAXCALA,Santa Cruz Quilehtla,19.21317972,-98.22201778,2561
TLAXCALA,Santa Isabel Xiloxoxtla,19.26806444,-98.21355806,2328
VERACRUZ,Acatlán,19.69692417,-96.84217472,1288
VERACRUZ,Acayucan,17.9488225,-94.91387083,25613
VERACRUZ,Actopan,19.50405111,-96.61688139,2294
VERACRUZ,Acula,18.50603056,-95.77458389,1237
VERACRUZ,Acultzingo,18.71876278,-97.30283722,3142
VERACRUZ,Camarón de Tejeda,19.02117472,-96.61497556,1045
VERACRUZ,Alto Lucero de Gutiérrez Barrios,19.62352472,-96.73361944,2326
VERACRUZ,Altotonga,19.76614889,-97.24552611,11322
VERACRUZ,Alvarado,18.7742775,-95.76392917,10268
VERACRUZ,Naranjos Amatlán,21.3469025,-97.68625167,8829
VERACRUZ,Amatlán de los Reyes,18.84757833,-96.91548389,5165
VERACRUZ,Angel R. Cabada,18.59548167,-95.44272528,6779
VERACRUZ,La Antigua,19.36683028,-96.37138944,9993
VERACRUZ,Atoyac,18.91428861,-96.77827389,1295
VERACRUZ,Atzacan,18.90696778,-97.08390472,4775
VERACRUZ,Atzalan,19.78907583,-97.24414278,1168
VERACRUZ,Tlaltetela,19.31465972,-96.90258556,2631
VERACRUZ,Ayahualulco,19.35158556,-97.14880333,1116
VERACRUZ,Banderilla,19.59160667,-96.94088444,11440
VERACRUZ,Boca del Río,19.10543889,-96.10665139,4851
VERACRUZ,Camerino Z. Mendoza,18.80424083,-97.18471722,15968
VERACRUZ,Catemaco,18.42461472,-95.11233917,13832
VERACRUZ,Cazones de Herrera,20.703285,-97.31232056,2195
VERACRUZ,Cerro Azul,21.19146667,-97.74231861,9308
VERACRUZ,Citlaltépetl,21.32846806,-97.879275,2324
VERACRUZ,Coacoatzintla,19.65310611,-96.94514083,3678
VERACRUZ,Coatepec,19.45466056,-96.96027417,29204
VERACRUZ,Coatzintla,20.48236333,-97.46078194,16575
VERACRUZ,Colipa,19.92399972,-96.72673,1090
VERACRUZ,Cosamaloapan de Carpio,18.36477389,-95.79635861,15260
VERACRUZ,Cosautlán de Carvajal,19.33264361,-96.99136444,2517
VERACRUZ,Coscomatepec,19.07289833,-97.04642056,8366
VERACRUZ,Cosoleacaque,17.998595,-94.63569417,11483
VERACRUZ,Coxquihui,20.18473722,-97.58627056,2085
VERACRUZ,Coyutla,20.24712167,-97.65769722,4277
VERACRUZ,Cuichapa,18.77351,-96.86922389,1423
VERACRUZ,Cuitláhuac,18.81453944,-96.72232278,7014
VERACRUZ,Chacaltianguis,18.30533639,-95.84139028,1705
VERACRUZ,Chalma,21.20839111,-98.39760306,1106
VERACRUZ,Chiconquiaco,19.74209611,-96.81880833,1659
VERACRUZ,Chicontepec,20.971975,-98.17834417,2486
VERACRUZ,Chinameca,18.01777778,-94.68305556,5929
VERACRUZ,Chinampa de Gorostiza,21.35959944,-97.73533806,2641
VERACRUZ,Las Choapas,17.90932583,-94.09027611,20784
VERACRUZ,Chocamán,19.01087111,-97.0332375,6072
VERACRUZ,Chontla,21.29343472,-97.92492972,1170
VERACRUZ,Espinal,20.25942833,-97.39851444,1461
VERACRUZ,Filomeno Mata,20.20024639,-97.70373861,5018
VERACRUZ,Fortín,18.90366306,-96.99934556,10565
VERACRUZ,Gutiérrez Zamora,20.45193222,-97.08756583,7062
VERACRUZ,Hidalgotitlán,17.77101667,-94.64651639,1944
VERACRUZ,Huatusco,19.14697139,-96.96734972,18298
VERACRUZ,Huayacocotla,20.53727722,-98.47915194,2954
VERACRUZ,Hueyapan de Ocampo,18.15185806,-95.14268444,1855
VERACRUZ,Huiloapan de Cuauhtémoc,18.81657722,-97.15591972,1918
VERACRUZ,Ignacio de la Llave,18.72430556,-95.98563528,2269
VERACRUZ,Isla,18.02751389,-95.52762806,13237
VERACRUZ,Ixcatepec,21.23763444,-98.00595194,1908
VERACRUZ,Ixhuacán de los Reyes,19.35594583,-97.11527972,1315
VERACRUZ,Ixhuatlán del Café,19.05115667,-96.984325,3525
VERACRUZ,Ixhuatlancillo,18.89792361,-97.14893472,2970
VERACRUZ,Ixhuatlán del Sureste,18.02275361,-94.3937275,4338
VERACRUZ,Ixtaczoquitlán,18.85106639,-97.06306722,13983
VERACRUZ,Jalacingo,19.80596611,-97.30868167,7486
VERACRUZ,Jalcomulco,19.33168556,-96.7618225,1617
VERACRUZ,Jáltipan,17.96606806,-94.72173472,15694
VERACRUZ,Jamapa,19.04202639,-96.24059083,2341
VERACRUZ,Jesús Carranza,17.43492694,-95.0262525,2537
VERACRUZ,Xico,19.42126944,-97.00723278,10637
VERACRUZ,Jilotepec,19.61130389,-96.95027972,1999
VERACRUZ,Juan Rodríguez Clara,17.99400361,-95.40135389,7271
VERACRUZ,Juchique de Ferrer,19.84116111,-96.69473028,1302
VERACRUZ,Lerdo de Tejada,18.62819972,-95.52322194,8052
VERACRUZ,Maltrata,18.81040083,-97.27830389,5957
VERACRUZ,Manlio Fabio Altamirano,19.09443417,-96.33323028,2963
VERACRUZ,Mariano Escobedo,18.91288556,-97.13002417,1490
VERACRUZ,Mecatlán,20.21065556,-97.68174,1428
VERACRUZ,Mecayapan,18.22145722,-94.83764306,2349
VERACRUZ,Medellín de Bravo,19.05924056,-96.15817194,1476
VERACRUZ,Miahuatlán,19.70745944,-96.86985556,1279
VERACRUZ,Misantla,19.92863444,-96.85273611,14841
VERACRUZ,Moloacán,17.98877194,-94.34708194,1113
VERACRUZ,Naolinco,19.6552675,-96.87367556,5072
VERACRUZ,Nautla,20.20919167,-96.77414722,1579
VERACRUZ,Nogales,18.82253722,-97.16255639,9779
VERACRUZ,Oluta,17.92818528,-94.89694389,6691
VERACRUZ,Omealca,18.74730528,-96.78620306,1723
VERACRUZ,Otatitlán,18.1767125,-96.03457444,2440
VERACRUZ,Oteapan,17.99950333,-94.66658944,4966
VERACRUZ,Ozuluama de Mascareñas,21.66126056,-97.85050639,2287
VERACRUZ,Pajapan,18.26174361,-94.69178472,4857
VERACRUZ,Pánuco,22.0536125,-98.18130528,19508
VERACRUZ,Papantla,20.4467325,-97.32274917,28577
VERACRUZ,Paso del Macho,18.972155,-96.72451111,6866
VERACRUZ,Paso de Ovejas,19.28504694,-96.43845278,3183
VERACRUZ,La Perla,18.92761917,-97.13402361,1802
VERACRUZ,Perote,19.56065333,-97.24407194,19696
VERACRUZ,Platón Sánchez,21.27319778,-98.37414528,5071
VERACRUZ,Playa Vicente,17.83213278,-95.81205667,4427
VERACRUZ,Las Vigas de Ramírez,19.63847972,-97.10337778,4240
VERACRUZ,Pueblo Viejo,22.18363278,-97.83667611,4620
VERACRUZ,Rafael Delgado,18.81052167,-97.0734375,4910
VERACRUZ,Rafael Lucio,19.59310556,-96.98955833,2344
VERACRUZ,Río Blanco,18.838865,-97.139525,19541
VERACRUZ,Saltabarranca,18.59024028,-95.53187889,1392
VERACRUZ,San Juan Evangelista,17.88605222,-95.14008,1858
VERACRUZ,Santiago Tuxtla,18.46564278,-95.30175361,7377
VERACRUZ,Sayula de Alemán,17.88096944,-94.96010889,7280
VERACRUZ,Soconusco,17.96288056,-94.88105083,3193
VERACRUZ,Soledad de Doblado,19.04474583,-96.42328917,6739
VERACRUZ,Soteapan,18.22951,-94.87275639,2326
VERACRUZ,Tamalín,21.33793861,-97.81323,2844
VERACRUZ,Tamiahua,21.27974194,-97.44652472,2383
VERACRUZ,Tantoyuca,21.35181417,-98.22991944,16477
VERACRUZ,Castillo de Teayo,20.74973306,-97.63274944,2125
VERACRUZ,Tecolutla,20.4773925,-97.00845083,3078
VERACRUZ,Álamo Temapache,20.9171425,-97.67553139,13212
